Period,Months,N_Sales,Absorption_Rate,Price_Mean,Price_Median,Price_Std,PriceSF_Mean,PriceSF_Median,PriceSF_Std,DOM_Mean,DOM_Median
0-3 months,3,2,0.6666666666666666,257500.0,257500.0,3535.5339059327375,267.61133603238864,267.61133603238864,8.588341471901375,10.0,10.0
